filePath,平均速度,平均行驶速度,平均加速度,平均减速度,怠速时间比,加速时间比,减速时间比,速度标准差,加速度标准差
processed_data/file1_fragments/fragment39.csv,25.97,30.08,1.86,-1.73,0.08,0.43,0.47,10.74,3.89
processed_data/file1_fragments/fragment40.csv,20.39,31.86,1.31,-1.84,0.25,0.43,0.31,15.93,1.92
processed_data/file1_fragments/fragment41.csv,33.72,35.86,1.14,-1.35,0.05,0.50,0.42,11.58,1.77
processed_data/file1_fragments/fragment42.csv,14.60,25.31,1.14,-1.22,0.39,0.30,0.28,13.30,1.44
processed_data/file1_fragments/fragment43.csv,3.97,10.54,1.36,-1.09,0.47,0.22,0.27,4.33,1.25
processed_data/file1_fragments/fragment44.csv,1.13,10.50,3.50,-1.50,0.81,0.06,0.14,2.59,1.08
processed_data/file1_fragments/fragment45.csv,8.52,14.24,1.32,-1.80,0.22,0.43,0.31,6.58,1.75
processed_data/file1_fragments/fragment46.csv,18.56,23.82,1.43,-1.18,0.12,0.40,0.49,10.85,1.81
processed_data/file1_fragments/fragment47.csv,2.56,12.17,2.07,-1.45,0.45,0.23,0.33,3.83,2.16
processed_data/file1_fragments/fragment48.csv,1.44,nan,0.47,-1.57,0.54,0.40,0.12,1.69,0.75
processed_data/file1_fragments/fragment49.csv,5.67,12.29,1.11,-1.60,0.35,0.39,0.27,5.44,1.40
processed_data/file1_fragments/fragment50.csv,3.44,11.50,11.50,-2.30,0.50,0.11,0.56,4.15,4.55
processed_data/file1_fragments/fragment51.csv,1.61,nan,1.18,-0.94,0.53,0.22,0.28,1.99,1.14
processed_data/file1_fragments/fragment52.csv,6.08,13.84,1.00,-1.16,0.48,0.28,0.25,6.68,0.98
processed_data/file1_fragments/fragment53.csv,16.07,22.64,1.04,-1.36,0.26,0.38,0.29,10.95,1.37
processed_data/file1_fragments/fragment54.csv,8.53,18.30,1.04,-1.18,0.29,0.32,0.28,8.68,1.23
processed_data/file1_fragments/fragment55.csv,11.31,18.28,1.56,-1.85,0.10,0.47,0.40,8.67,2.12
processed_data/file1_fragments/fragment56.csv,0.03,nan,0.20,-0.20,0.86,0.17,0.17,0.08,0.13
processed_data/file1_fragments/fragment57.csv,18.70,24.13,1.24,-1.74,0.03,0.56,0.40,12.45,1.85
processed_data/file1_fragments/fragment58.csv,17.05,25.14,0.95,-1.17,0.28,0.37,0.30,13.79,1.23
processed_data/file1_fragments/fragment59.csv,0.10,nan,0.60,-0.60,0.83,0.20,0.20,0.24,0.42
processed_data/file1_fragments/fragment60.csv,9.01,15.67,0.92,-1.09,0.13,0.44,0.37,6.83,1.19
processed_data/file1_fragments/fragment61.csv,6.21,16.29,1.52,-1.61,0.57,0.23,0.22,7.83,1.39
processed_data/file1_fragments/fragment62.csv,4.83,13.70,1.47,-1.54,0.40,0.30,0.29,5.06,1.54
processed_data/file1_fragments/fragment63.csv,10.90,24.96,1.23,-1.72,0.40,0.32,0.23,12.04,1.38
processed_data/file1_fragments/fragment64.csv,11.99,17.13,1.76,-1.44,0.15,0.40,0.49,8.01,2.01
processed_data/file1_fragments/fragment65.csv,4.02,21.07,1.55,-4.38,0.80,0.15,0.05,8.40,1.50
processed_data/file1_fragments/fragment66.csv,19.50,23.45,1.08,-2.48,0.06,0.62,0.27,10.37,2.16
processed_data/file1_fragments/fragment67.csv,15.59,35.23,1.42,-2.28,0.49,0.30,0.19,18.77,1.77
processed_data/file1_fragments/fragment68.csv,25.72,32.50,1.26,-2.24,0.19,0.50,0.28,14.54,2.59
processed_data/file1_fragments/fragment69.csv,29.57,34.42,1.60,-3.19,0.08,0.64,0.32,15.71,2.99
processed_data/file1_fragments/fragment70.csv,13.22,17.65,1.80,-1.80,0.15,0.41,0.41,8.04,2.21
processed_data/file1_fragments/fragment71.csv,14.56,19.21,12.60,-1.68,0.16,0.11,0.83,9.30,6.35
processed_data/file1_fragments/fragment72.csv,0.04,nan,0.20,-0.10,0.75,0.14,0.29,0.07,0.10
processed_data/file1_fragments/fragment73.csv,1.08,nan,1.70,-0.85,0.58,0.18,0.36,1.41,1.13
processed_data/file1_fragments/fragment74.csv,1.58,nan,3.40,-1.70,0.50,0.20,0.40,1.75,2.20
processed_data/file1_fragments/fragment75.csv,14.91,18.46,1.71,-1.43,0.07,0.34,0.41,7.93,2.20
processed_data/file1_fragments/fragment76.csv,30.80,33.23,1.05,-1.59,0.02,0.52,0.34,9.86,3.60
processed_data/file1_fragments/fragment77.csv,30.32,32.39,1.13,-1.69,0.04,0.56,0.37,11.84,1.98
processed_data/file1_fragments/fragment78.csv,11.44,17.22,1.00,-1.76,0.16,0.54,0.31,8.38,1.67
processed_data/file1_fragments/fragment79.csv,10.55,16.29,4.12,-1.37,0.19,0.19,0.58,7.86,4.13
processed_data/file1_fragments/fragment80.csv,0.54,nan,0.60,-0.90,0.40,0.33,0.22,0.74,0.79
processed_data/file1_fragments/fragment81.csv,0.49,nan,1.50,-0.75,0.81,0.07,0.15,1.06,0.69
processed_data/file1_fragments/fragment82.csv,0.65,nan,1.35,-0.68,0.71,0.12,0.25,1.06,0.73
processed_data/file1_fragments/fragment83.csv,2.00,nan,0.53,-0.70,0.27,0.38,0.29,1.42,0.72
processed_data/file1_fragments/fragment84.csv,0.16,nan,1.40,-1.40,0.89,0.12,0.12,0.47,0.75
processed_data/file1_fragments/fragment85.csv,4.17,12.44,2.31,-1.85,0.60,0.20,0.24,5.70,1.69
processed_data/file1_fragments/fragment86.csv,32.91,37.16,1.55,-1.66,0.02,0.48,0.44,16.67,2.75
processed_data/file1_fragments/fragment87.csv,1.25,nan,1.80,-1.20,0.62,0.17,0.25,1.66,1.25
processed_data/file1_fragments/fragment88.csv,40.70,48.20,1.05,-1.43,0.14,0.45,0.33,21.46,2.36
processed_data/file1_fragments/fragment89.csv,40.54,43.53,0.98,-0.96,0.04,0.42,0.43,12.54,1.61
processed_data/file1_fragments/fragment90.csv,6.81,16.67,1.51,-3.52,0.45,0.38,0.16,8.07,2.24
processed_data/file1_fragments/fragment91.csv,19.12,29.72,1.12,-1.39,0.31,0.37,0.30,15.64,1.50
processed_data/file1_fragments/fragment92.csv,2.61,13.95,1.43,-2.15,0.72,0.17,0.11,4.74,1.50
processed_data/file1_fragments/fragment93.csv,6.66,20.46,1.44,-1.75,0.66,0.17,0.14,9.71,1.43
processed_data/file1_fragments/fragment94.csv,0.03,nan,0.10,-0.10,0.75,0.33,0.33,0.05,0.10
processed_data/file1_fragments/fragment95.csv,4.35,10.70,1.15,-2.30,0.38,0.43,0.22,4.69,1.99
processed_data/file1_fragments/fragment96.csv,15.56,18.03,1.78,-0.78,0.04,0.27,0.62,6.27,2.69
processed_data/file1_fragments/fragment97.csv,0.01,nan,0.30,-0.30,0.96,0.05,0.05,0.06,0.09
processed_data/file1_fragments/fragment98.csv,35.07,38.56,0.93,-1.25,0.07,0.50,0.37,16.54,1.54
processed_data/file1_fragments/fragment99.csv,1.45,nan,1.76,-0.98,0.58,0.16,0.28,1.96,1.05
processed_data/file1_fragments/fragment100.csv,33.65,34.30,0.81,-0.89,0.01,0.46,0.42,8.98,1.41
processed_data/file1_fragments/fragment101.csv,17.79,29.49,0.95,-1.37,0.38,0.33,0.23,15.43,1.23
processed_data/file1_fragments/fragment102.csv,20.01,23.00,1.18,-1.03,0.03,0.41,0.47,9.19,1.83
processed_data/file1_fragments/fragment103.csv,3.60,nan,0.86,-0.77,0.11,0.41,0.45,2.38,0.93
processed_data/file1_fragments/fragment104.csv,21.82,23.05,0.89,-1.00,0.02,0.45,0.40,6.49,1.33
processed_data/file1_fragments/fragment105.csv,33.89,35.01,0.66,-0.69,0.03,0.43,0.42,8.16,0.94
processed_data/file1_fragments/fragment106.csv,14.10,17.68,1.01,-1.03,0.03,0.48,0.47,7.24,1.48
processed_data/file1_fragments/fragment107.csv,2.69,10.85,1.02,-2.03,0.50,0.36,0.18,3.36,1.28
processed_data/file1_fragments/fragment108.csv,15.10,23.97,1.07,-1.37,0.14,0.44,0.35,11.26,1.43
processed_data/file1_fragments/fragment109.csv,22.75,26.03,1.40,-2.00,0.04,0.54,0.38,10.40,2.17
processed_data/file1_fragments/fragment110.csv,0.18,nan,0.20,-0.10,0.33,0.25,0.50,0.16,0.13
processed_data/file1_fragments/fragment111.csv,0.78,nan,1.85,-0.93,0.74,0.11,0.22,1.41,1.01
processed_data/file1_fragments/fragment112.csv,35.75,36.22,0.77,-0.84,0.01,0.45,0.42,9.15,1.68
processed_data/file1_fragments/fragment113.csv,27.92,32.51,1.00,-1.63,0.10,0.54,0.33,13.90,1.74
processed_data/file1_fragments/fragment114.csv,35.23,38.39,1.03,-1.07,0.03,0.47,0.45,12.43,1.66
processed_data/file1_fragments/fragment115.csv,12.93,30.98,1.31,-2.12,0.54,0.27,0.17,16.38,1.64
processed_data/file1_fragments/fragment116.csv,38.23,42.21,1.26,-1.69,0.08,0.50,0.37,15.11,3.12
processed_data/file1_fragments/fragment117.csv,0.40,nan,0.78,-0.65,0.86,0.07,0.09,1.00,0.41
processed_data/file1_fragments/fragment118.csv,2.12,11.70,1.11,-1.62,0.65,0.22,0.15,3.51,1.05
processed_data/file1_fragments/fragment119.csv,2.08,10.70,1.97,-1.31,0.70,0.13,0.20,3.61,1.03
processed_data/file1_fragments/fragment120.csv,19.70,30.55,1.32,-1.41,0.33,0.31,0.29,14.93,1.63
processed_data/file1_fragments/fragment121.csv,27.14,37.31,1.04,-2.99,0.23,0.54,0.19,19.28,2.11
processed_data/file1_fragments/fragment122.csv,49.77,56.53,0.87,-1.02,0.11,0.44,0.37,21.38,1.45
processed_data/file1_fragments/fragment123.csv,0.14,nan,2.50,-1.25,0.93,0.02,0.04,0.56,0.47
processed_data/file1_fragments/fragment124.csv,22.35,30.07,3.24,-2.36,0.16,0.36,0.49,15.36,4.88
processed_data/file1_fragments/fragment125.csv,35.11,36.63,1.03,-0.76,0.03,0.37,0.51,13.63,1.34
processed_data/file1_fragments/fragment126.csv,0.94,nan,2.13,-2.13,0.78,0.14,0.14,1.99,1.26
processed_data/file1_fragments/fragment127.csv,17.40,20.41,1.46,-2.02,0.07,0.52,0.38,7.46,2.68
processed_data/file1_fragments/fragment128.csv,5.70,15.93,1.20,-1.14,0.24,0.35,0.37,5.94,1.48
processed_data/file1_fragments/fragment129.csv,14.69,20.65,1.66,-1.43,0.14,0.38,0.44,9.05,2.00
processed_data/file1_fragments/fragment130.csv,30.87,43.29,1.12,-1.69,0.26,0.42,0.28,23.37,1.63
processed_data/file1_fragments/fragment131.csv,74.30,81.14,1.23,-1.02,0.08,0.34,0.41,26.11,4.34
processed_data/file1_fragments/fragment132.csv,65.41,67.58,0.95,-1.05,0.03,0.46,0.42,20.77,1.51
processed_data/file1_fragments/fragment133.csv,0.10,nan,1.70,-1.70,0.94,0.03,0.03,0.41,0.43
processed_data/file1_fragments/fragment134.csv,4.30,11.59,1.99,-1.49,0.53,0.20,0.27,5.09,1.73
processed_data/file1_fragments/fragment135.csv,12.86,17.50,1.43,-1.21,0.20,0.36,0.42,8.38,1.83
processed_data/file1_fragments/fragment136.csv,18.34,24.10,1.24,-1.62,0.16,0.45,0.35,11.47,1.78
processed_data/file1_fragments/fragment137.csv,27.41,33.13,1.87,-4.49,0.12,0.62,0.26,17.63,3.45
processed_data/file1_fragments/fragment138.csv,14.75,38.55,1.93,-1.93,0.58,0.21,0.21,20.00,1.61
processed_data/file1_fragments/fragment139.csv,22.40,37.38,2.28,-2.28,0.33,0.35,0.35,20.28,2.32
processed_data/file1_fragments/fragment140.csv,25.32,38.51,1.81,-2.98,0.33,0.41,0.25,19.87,2.45
processed_data/file1_fragments/fragment141.csv,16.91,30.69,2.31,-4.46,0.41,0.40,0.21,17.90,3.55
processed_data/file1_fragments/fragment142.csv,8.87,16.21,1.52,-1.63,0.06,0.49,0.46,7.31,2.40
processed_data/file1_fragments/fragment143.csv,0.04,nan,0.40,-0.40,0.91,0.10,0.10,0.12,0.19
processed_data/file1_fragments/fragment144.csv,15.04,24.72,0.80,-1.08,0.02,0.51,0.38,11.30,1.22
processed_data/file1_fragments/fragment145.csv,20.56,28.21,1.28,-1.48,0.20,0.41,0.35,12.95,1.75
processed_data/file1_fragments/fragment146.csv,13.90,29.44,1.12,-1.21,0.49,0.25,0.23,15.41,1.10
processed_data/file1_fragments/fragment147.csv,0.06,nan,0.20,-0.20,0.71,0.17,0.17,0.10,0.13
processed_data/file1_fragments/fragment148.csv,49.09,60.20,2.17,-2.21,0.16,0.41,0.40,25.07,7.51
processed_data/file1_fragments/fragment149.csv,25.96,35.69,2.17,-2.63,0.23,0.44,0.37,18.75,2.60
processed_data/file1_fragments/fragment150.csv,17.09,27.37,1.79,-2.75,0.34,0.40,0.26,14.83,2.56
processed_data/file1_fragments/fragment151.csv,0.03,nan,0.10,-0.10,0.75,0.33,0.33,0.05,0.10
processed_data/file1_fragments/fragment152.csv,41.91,44.09,1.26,-1.62,0.04,0.51,0.40,13.64,2.70
processed_data/file1_fragments/fragment153.csv,0.03,nan,0.10,-0.10,0.75,0.33,0.33,0.05,0.10
processed_data/file1_fragments/fragment154.csv,15.63,38.99,1.61,-3.76,0.59,0.28,0.12,20.98,2.12
processed_data/file1_fragments/fragment155.csv,31.64,36.16,1.50,-2.43,0.03,0.57,0.35,16.02,2.43
processed_data/file1_fragments/fragment156.csv,16.19,27.68,1.80,-3.60,0.35,0.46,0.23,14.85,2.58
processed_data/file1_fragments/fragment157.csv,2.49,11.43,0.87,-1.38,0.68,0.20,0.12,3.91,0.79
processed_data/file1_fragments/fragment158.csv,31.48,32.97,1.34,-1.90,0.03,0.54,0.38,9.58,3.17
processed_data/file1_fragments/fragment159.csv,11.87,25.19,1.41,-2.95,0.51,0.30,0.14,12.83,2.20
processed_data/file1_fragments/fragment160.csv,5.74,21.99,1.95,-1.44,0.69,0.13,0.17,9.97,1.34
processed_data/file1_fragments/fragment161.csv,0.64,15.00,3.34,-3.34,0.95,0.03,0.03,2.95,1.13
processed_data/file1_fragments/fragment162.csv,0.13,nan,0.15,-0.30,0.50,0.40,0.20,0.15,0.19
processed_data/file1_fragments/fragment163.csv,17.35,20.10,1.43,-2.96,0.06,0.60,0.29,8.15,2.73
processed_data/file1_fragments/fragment164.csv,27.04,37.48,0.94,-1.88,0.27,0.46,0.23,18.09,2.08
processed_data/file1_fragments/fragment165.csv,25.45,30.63,1.41,-1.56,0.13,0.45,0.40,13.09,1.91
processed_data/file1_fragments/fragment166.csv,7.21,20.75,1.64,-2.02,0.61,0.22,0.18,10.08,1.53
processed_data/file1_fragments/fragment167.csv,6.14,10.79,2.22,-0.83,0.29,0.20,0.53,4.77,1.86
processed_data/file1_fragments/fragment168.csv,6.77,17.61,1.26,-1.22,0.58,0.20,0.21,8.69,1.12
processed_data/file1_fragments/fragment169.csv,11.65,18.85,8.47,-2.82,0.29,0.19,0.56,9.22,6.15
processed_data/file1_fragments/fragment170.csv,8.10,22.43,1.38,-2.18,0.63,0.23,0.14,11.24,1.75
processed_data/file1_fragments/fragment171.csv,5.83,21.21,1.90,-1.66,0.67,0.16,0.18,9.50,1.45
processed_data/file1_fragments/fragment172.csv,3.39,14.48,2.29,-2.67,0.65,0.14,0.12,6.05,1.77
processed_data/file1_fragments/fragment173.csv,10.79,19.58,1.67,-2.05,0.31,0.36,0.30,9.68,1.85
processed_data/file1_fragments/fragment174.csv,32.29,35.88,1.08,-1.42,0.09,0.48,0.36,13.92,1.99
processed_data/file1_fragments/fragment175.csv,13.40,28.77,1.30,-2.12,0.51,0.31,0.19,15.48,1.70
processed_data/file1_fragments/fragment176.csv,11.20,18.66,1.25,-2.14,0.23,0.49,0.29,9.12,3.43
processed_data/file1_fragments/fragment177.csv,2.50,nan,2.20,-1.32,0.30,0.33,0.56,2.65,2.48
processed_data/file1_fragments/fragment178.csv,40.46,42.83,1.91,-1.95,0.04,0.46,0.45,14.57,4.84
processed_data/file1_fragments/fragment179.csv,47.60,58.32,0.95,-1.09,0.16,0.40,0.35,27.25,1.76
processed_data/file1_fragments/fragment180.csv,0.19,nan,2.30,-0.77,0.91,0.03,0.09,0.62,0.54
processed_data/file1_fragments/fragment181.csv,39.12,41.05,0.87,-1.12,0.02,0.49,0.38,12.80,1.30
processed_data/file1_fragments/fragment182.csv,19.22,22.35,1.24,-1.37,0.11,0.45,0.41,9.05,1.86
processed_data/file1_fragments/fragment183.csv,27.52,32.48,1.06,-1.29,0.15,0.42,0.34,13.26,2.05
processed_data/file1_fragments/fragment184.csv,39.96,44.70,1.15,-1.58,0.09,0.50,0.36,17.47,3.41
processed_data/file1_fragments/fragment185.csv,21.38,24.79,0.96,-1.32,0.09,0.48,0.35,13.02,1.63
processed_data/file1_fragments/fragment186.csv,2.44,nan,0.53,-0.49,0.10,0.28,0.30,1.39,0.72
processed_data/file1_fragments/fragment187.csv,1.58,nan,0.38,-0.38,0.13,0.20,0.20,0.64,0.40
processed_data/file1_fragments/fragment188.csv,2.30,nan,1.14,-1.56,0.53,0.30,0.22,2.70,1.08
processed_data/file1_fragments/fragment189.csv,0.89,nan,3.20,-1.07,0.62,0.14,0.43,1.32,1.52
processed_data/file1_fragments/fragment190.csv,5.99,12.06,1.79,-1.12,0.28,0.26,0.42,4.69,1.51
processed_data/file1_fragments/fragment191.csv,3.74,11.99,1.11,-1.27,0.56,0.23,0.20,4.66,1.42
processed_data/file1_fragments/fragment192.csv,6.13,14.35,1.79,-1.79,0.44,0.27,0.27,6.47,1.73
processed_data/file1_fragments/fragment193.csv,3.42,10.50,1.37,-1.22,0.38,0.32,0.36,3.99,1.52
processed_data/file1_fragments/fragment194.csv,5.49,11.90,1.33,-1.57,0.32,0.35,0.30,4.84,1.55
processed_data/file1_fragments/fragment195.csv,15.65,21.08,1.18,-1.49,0.03,0.51,0.40,9.01,1.81
processed_data/file1_fragments/fragment196.csv,13.43,21.37,1.26,-1.47,0.30,0.37,0.32,10.47,1.64
processed_data/file1_fragments/fragment197.csv,7.49,16.30,2.27,-3.24,0.47,0.32,0.23,8.40,2.53
processed_data/file1_fragments/fragment198.csv,14.14,28.06,1.28,-1.40,0.44,0.29,0.26,14.99,1.26
processed_data/file1_fragments/fragment199.csv,9.43,19.64,1.40,-1.49,0.36,0.32,0.30,9.85,1.78
processed_data/file1_fragments/fragment200.csv,4.45,10.85,1.03,-0.95,0.38,0.27,0.30,4.35,1.09
processed_data/file1_fragments/fragment201.csv,16.05,18.20,1.23,-1.34,0.02,0.45,0.42,6.40,1.78
processed_data/file1_fragments/fragment202.csv,5.72,21.04,1.30,-1.30,0.55,0.22,0.22,8.60,1.18
processed_data/file1_fragments/fragment203.csv,13.49,24.69,1.40,-2.28,0.41,0.35,0.22,12.80,1.92
processed_data/file1_fragments/fragment204.csv,4.12,22.35,1.39,-2.20,0.78,0.13,0.08,8.77,1.57
processed_data/file1_fragments/fragment205.csv,7.43,26.86,1.60,-2.16,0.70,0.17,0.12,12.53,1.41
processed_data/file1_fragments/fragment206.csv,17.19,26.41,1.35,-1.94,0.31,0.37,0.26,13.42,1.67
processed_data/file1_fragments/fragment207.csv,5.99,25.15,2.95,-2.16,0.66,0.13,0.17,10.69,1.81
processed_data/file1_fragments/fragment208.csv,11.50,24.48,1.59,-3.54,0.53,0.31,0.14,12.63,3.60
processed_data/file1_fragments/fragment209.csv,6.92,15.32,1.87,-1.70,0.37,0.27,0.30,7.54,1.95
processed_data/file1_fragments/fragment210.csv,3.08,nan,4.00,-2.00,0.38,0.29,0.57,3.30,3.46
processed_data/file1_fragments/fragment211.csv,5.28,15.49,2.26,-1.85,0.56,0.19,0.23,7.17,1.62
processed_data/file1_fragments/fragment212.csv,0.19,nan,7.40,-1.85,0.92,0.02,0.06,1.04,1.15
processed_data/file1_fragments/fragment213.csv,6.70,16.62,1.75,-3.00,0.53,0.32,0.19,8.18,2.05
processed_data/file1_fragments/fragment214.csv,8.98,26.70,5.42,-1.91,0.62,0.09,0.27,12.95,3.89
processed_data/file1_fragments/fragment215.csv,18.33,25.67,1.54,-1.24,0.24,0.33,0.41,13.14,1.49
processed_data/file1_fragments/fragment216.csv,8.05,23.99,1.39,-1.39,0.64,0.18,0.18,11.76,1.22
processed_data/file1_fragments/fragment217.csv,11.75,24.50,1.41,-3.12,0.49,0.34,0.16,12.64,3.40
processed_data/file1_fragments/fragment218.csv,26.91,38.21,0.89,-1.23,0.28,0.37,0.27,19.12,1.27
processed_data/file1_fragments/fragment219.csv,0.64,11.00,4.10,-3.08,0.93,0.04,0.05,2.43,1.19
processed_data/file1_fragments/fragment220.csv,1.00,14.12,2.81,-2.81,0.83,0.08,0.08,3.10,2.15
processed_data/file1_fragments/fragment221.csv,1.43,nan,0.87,-1.30,0.38,0.43,0.29,1.18,1.31
processed_data/file1_fragments/fragment222.csv,1.40,nan,0.88,-0.88,0.43,0.31,0.31,1.33,0.86
processed_data/file1_fragments/fragment223.csv,8.53,11.96,1.47,-1.76,0.12,0.52,0.43,4.24,2.25
processed_data/file1_fragments/fragment224.csv,7.55,18.51,1.13,-1.36,0.43,0.29,0.24,9.09,1.24
processed_data/file1_fragments/fragment225.csv,7.26,17.84,2.17,-3.62,0.54,0.29,0.18,8.65,2.56
processed_data/file1_fragments/fragment226.csv,3.73,16.55,1.34,-1.81,0.62,0.20,0.15,6.67,1.43
processed_data/file1_fragments/fragment227.csv,51.15,52.12,0.91,-1.59,0.01,0.54,0.31,15.52,3.74
processed_data/file1_fragments/fragment228.csv,8.56,18.92,1.52,-1.87,0.46,0.26,0.21,9.65,1.60
processed_data/file1_fragments/fragment229.csv,1.08,nan,2.80,-0.93,0.50,0.20,0.60,1.25,1.67
processed_data/file1_fragments/fragment230.csv,0.30,nan,1.00,-0.67,0.83,0.09,0.14,0.67,0.49
processed_data/file1_fragments/fragment231.csv,36.36,37.99,1.11,-1.09,0.04,0.44,0.45,15.03,1.55
processed_data/file1_fragments/fragment232.csv,27.24,36.32,6.42,-12.83,0.25,0.55,0.27,16.45,16.40
processed_data/file1_fragments/fragment233.csv,41.23,46.51,1.23,-1.86,0.09,0.53,0.35,22.34,2.77
processed_data/file1_fragments/fragment234.csv,37.41,46.82,1.24,-1.50,0.15,0.44,0.36,23.73,1.86
processed_data/file1_fragments/fragment235.csv,0.59,nan,1.13,-1.70,0.79,0.17,0.11,1.20,0.87
processed_data/file1_fragments/fragment236.csv,2.88,13.32,2.20,-3.85,0.68,0.23,0.13,5.07,2.05
processed_data/file1_fragments/fragment237.csv,7.26,13.64,1.79,-2.99,0.31,0.44,0.26,6.12,2.38
processed_data/file1_fragments/fragment238.csv,7.85,13.03,1.50,-1.73,0.25,0.43,0.37,5.24,2.09
processed_data/file1_fragments/fragment239.csv,1.44,nan,0.81,-1.14,0.56,0.29,0.21,1.95,0.90
processed_data/file1_fragments/fragment240.csv,4.32,11.27,0.90,-1.04,0.26,0.40,0.35,3.36,1.17
processed_data/file1_fragments/fragment241.csv,9.24,22.09,26.20,-2.62,0.50,0.05,0.53,11.05,6.85
processed_data/file1_fragments/fragment242.csv,0.03,nan,0.10,-0.10,0.75,0.33,0.33,0.05,0.10
processed_data/file1_fragments/fragment243.csv,2.36,nan,4.30,-2.87,0.64,0.20,0.30,3.55,3.15
processed_data/file1_fragments/fragment244.csv,13.21,22.94,2.06,-1.67,0.41,0.27,0.34,12.06,2.32
