,index,时间,GPS车速
528,77,196868,15.1
529,78,196869,14.7
530,79,196870,15.1
531,80,196871,16.5
532,81,196872,18.5
533,82,196873,20.2
534,83,196874,23.9
535,84,196875,24.4
536,85,196876,25.7
537,86,196877,26.1
538,87,196878,29.3
539,88,196879,29.7
540,89,196880,31.2
541,90,196881,31.2
542,91,196882,31.1
543,92,196883,31.1
544,93,196884,26.2
545,94,196885,23.6
546,95,196886,11.1
547,96,196887,9.5
548,97,196888,8.0
549,98,196889,7.5
550,99,196890,6.6
551,100,196891,7.0
552,101,196892,9.1
553,102,196893,9.7
554,103,196894,13.3
555,104,196895,13.8
556,105,196896,14.9
557,106,196897,15.0
558,107,196898,12.6
559,108,196899,11.7
560,109,196900,11.7
561,110,196901,10.9
562,111,196902,9.0
563,112,196903,10.2
564,113,196904,13.4
565,114,196905,13.3
566,115,196906,13.9
567,116,196907,13.9
568,117,196908,13.5
569,118,196909,14.0
570,119,196910,18.2
571,120,196911,19.5
572,121,196912,22.5
573,122,196913,22.8
574,123,196914,23.3
575,124,196915,23.7
576,125,196916,25.5
577,126,196917,25.5
578,127,196918,25.2
579,128,196919,23.4
580,129,196920,21.4
581,130,196921,20.7
582,131,196922,15.0
583,132,196923,13.9
584,133,196924,6.3
585,134,196925,7.0
586,135,196926,8.8
587,136,196927,10.4
588,137,196928,19.7
589,138,196929,22.7
590,139,196930,25.0
591,140,196931,26.2
592,141,196932,28.5
593,142,196933,26.6
594,143,196934,23.0
595,144,196935,20.5
596,145,196936,12.4
597,146,196937,5.5
598,147,196938,3.8
599,148,196939,4.4
600,149,196940,8.8
601,150,196941,11.5
602,151,196942,17.0
603,152,196943,20.3
604,153,196944,23.5
605,154,196945,23.6
606,155,196946,22.1
607,156,196947,21.0
608,157,196948,20.2
609,158,196949,22.0
610,159,196950,25.9
611,160,196951,27.0
612,161,196952,28.9
613,162,196953,32.5
614,163,196954,35.4
615,164,196955,38.6
616,165,196956,40.1
617,166,196957,40.5
618,167,196958,42.1
619,168,196959,42.0
620,169,196960,42.1
621,170,196961,42.2
622,171,196962,41.6
623,172,196963,40.8
624,173,196964,37.6
625,174,196965,35.2
626,175,196966,33.1
627,176,196967,32.7
628,177,196968,32.1
629,178,196969,33.1
630,179,196970,33.6
631,180,196971,34.3
632,181,196972,33.2
633,182,196973,33.1
634,183,196974,32.6
635,184,196975,32.7
636,185,196976,32.7
637,186,196977,32.1
638,187,196978,32.7
639,188,196979,33.4
640,189,196980,33.4
641,190,196981,33.8
642,191,196982,33.7
643,192,196983,33.0
644,193,196984,33.0
645,194,196985,32.9
646,195,196986,34.1
647,196,196987,35.0
648,197,196988,36.4
649,198,196989,37.7
650,199,196990,37.4
651,200,196991,37.9
652,201,196992,37.4
653,202,196993,39.9
654,203,196994,37.8
655,204,196995,33.0
656,205,196996,31.8
657,206,196997,30.1
658,207,196998,27.0
659,208,196999,20.2
660,209,197000,19.9
661,210,197001,19.6
662,211,197002,18.8
663,212,197003,19.2
664,213,197004,20.2
665,214,197005,20.7
666,215,197006,21.8
667,216,197007,22.1
668,217,197008,21.2
669,218,197009,19.9
670,219,197010,19.2
671,220,197011,17.7
672,221,197012,15.7
673,222,197013,13.6
674,223,197014,0.0
675,0,357308,0.0
676,1,357309,0.0
677,2,357310,0.0
678,3,357311,0.0
679,4,357312,0.0
680,5,357313,0.0
681,6,357314,0.0
682,7,357315,0.0
683,8,357316,0.0
684,9,357317,0.0
685,10,357318,0.0
686,11,357319,0.0
687,12,357320,0.0
688,13,357321,0.0
689,14,357322,0.0
690,15,357323,0.0
691,16,357403,0.0
692,17,357404,0.0
693,18,357405,9.0
694,19,357406,12.5
695,20,357407,13.4
696,21,357408,15.8
697,22,357409,18.9
698,23,357410,20.6
699,24,357411,22.6
700,25,357412,25.5
701,26,357413,27.9
702,27,357414,30.2
703,28,357415,31.5
704,29,357416,32.1
705,30,357417,31.6
706,31,357418,32.4
707,32,357419,34.5
708,33,357420,35.9
709,34,357421,35.5
710,35,357422,31.0
711,36,357423,27.0
712,37,357424,26.5
713,38,357425,26.9
714,39,357426,28.7
715,40,357427,29.5
716,41,357428,32.6
717,42,357429,34.8
718,43,357430,33.4
719,44,357431,35.2
720,45,357432,36.9
721,46,357433,37.0
722,47,357434,38.6
723,48,357435,38.2
724,49,357436,38.3
725,50,357437,38.5
726,51,357438,39.7
727,52,357439,40.3
728,53,357440,41.5
729,54,357441,43.5
730,55,357442,43.4
731,56,357443,42.5
732,57,357444,41.0
733,58,357445,39.1
734,59,357446,35.5
735,60,357447,30.6
736,61,357448,26.3
737,62,357449,21.3
738,63,357450,20.7
739,64,357451,22.4
740,65,357452,22.4
741,66,357453,22.4
742,67,357454,21.0
743,68,357455,21.6
744,69,357456,24.1
745,70,357457,24.7
746,71,357458,25.4
747,72,357459,26.2
748,73,357460,25.8
749,74,357461,26.2
750,75,357462,25.8
751,76,357463,27.4
752,77,357464,28.3
753,78,357465,28.3
754,79,357466,28.4
755,80,357467,27.6
756,81,357468,26.6
757,82,357469,25.6
758,83,357470,25.0
759,84,357471,24.0
760,85,357472,23.2
761,86,357473,20.8
762,87,357474,19.7
763,88,357475,18.5
764,89,357476,19.6
765,90,357477,20.6
766,91,357478,21.8
767,92,357479,21.8
768,93,357480,22.5
769,94,357481,22.5
770,95,357482,22.0
771,96,357483,19.1
772,97,357484,15.6
773,98,357485,14.1
774,99,357486,14.0
775,100,357487,14.2
776,101,357488,15.7
777,102,357489,19.1
778,103,357490,20.7
779,104,357491,21.5
780,105,357492,21.0
781,106,357493,19.4
782,107,357494,18.6
783,108,357495,18.3
784,109,357496,16.5
785,110,357497,13.6
786,111,357498,12.5
787,112,357499,11.5
788,113,357500,10.6
789,114,357501,8.3
790,115,357502,5.4
791,116,357503,4.4
792,117,357504,4.7
793,118,357505,4.7
794,119,357506,5.3
795,120,357507,6.9
796,121,357508,9.1
797,122,357509,9.2
798,123,357510,7.1
799,124,357511,0.2
800,125,357512,0.0
801,0,194352,0.0
802,1,194353,0.0
803,2,194354,0.0
804,3,194355,0.0
805,4,194356,0.0
806,5,194357,0.0
807,6,194358,0.0
808,7,194359,0.0
809,8,194360,0.0
810,9,194361,0.0
811,10,194362,0.0
812,11,194363,0.0
813,12,194364,0.0
814,13,194365,0.0
815,14,194366,0.0
816,15,194367,0.0
817,16,194368,0.0
818,17,194369,0.0
819,18,194370,0.0
820,19,194371,0.0
821,20,194372,0.0
822,21,194373,0.0
823,22,194374,0.1
824,23,194375,0.1
825,24,194376,0.2
826,25,194377,0.2
827,26,194378,0.3
828,27,194379,7.3
829,28,194380,9.6
830,29,194381,12.9
831,30,194382,14.2
832,31,194383,16.1
833,32,194384,17.1
834,33,194385,18.5
835,34,194386,19.9
836,35,194387,20.2
837,36,194388,20.8
838,37,194389,22.3
839,38,194390,22.7
840,39,194391,22.6
841,40,194392,21.1
842,41,194393,16.5
843,42,194394,11.7
844,43,194395,9.9
845,44,194396,9.6
846,45,194397,12.2
847,46,194398,16.1
848,47,194399,18.7
849,48,194400,20.6
850,49,194401,22.5
851,50,194402,24.6
852,51,194403,25.7
853,52,194404,27.6
854,53,194405,27.7
855,54,194406,28.2
856,55,194407,29.8
857,56,194408,30.7
858,57,194409,31.4
859,58,194410,33.4
860,59,194411,33.4
861,60,194412,34.3
862,61,194413,35.4
863,62,194414,34.5
864,63,194415,35.1
865,64,194416,35.1
866,65,194417,34.6
867,66,194418,33.6
868,67,194419,34.0
869,68,194420,34.7
870,69,194421,35.8
871,70,194422,35.8
872,71,194423,37.2
873,72,194424,37.5
874,73,194425,38.9
875,74,194426,39.4
876,75,194427,39.5
877,76,194428,38.8
878,77,194429,38.7
879,78,194430,38.2
880,79,194431,38.1
881,80,194432,37.6
882,81,194433,36.8
883,82,194434,36.8
884,83,194435,36.8
885,84,194436,36.9
886,85,194437,37.3
887,86,194438,37.6
888,87,194439,38.0
889,88,194440,37.3
890,89,194441,37.2
891,90,194442,36.5
892,91,194443,34.6
893,92,194444,31.9
894,93,194445,30.9
895,94,194446,28.4
896,95,194447,28.2
897,96,194448,29.3
898,97,194449,29.7
899,98,194450,30.3
900,99,194451,31.6
901,100,194452,34.0
902,101,194453,34.7
903,102,194454,34.8
904,103,194455,34.9
905,104,194456,35.2
906,105,194457,34.5
907,106,194458,34.4
908,107,194459,32.8
909,108,194460,31.0
910,109,194461,27.8
911,110,194462,24.4
912,111,194463,20.1
913,112,194464,14.3
914,113,194465,9.9
915,114,194466,10.6
916,115,194467,12.5
917,116,194468,11.8
918,117,194469,10.3
919,118,194470,9.1
920,119,194471,9.6
921,120,194472,9.7
922,121,194473,11.0
923,122,194474,14.0
924,123,194475,16.7
925,124,194476,19.6
926,125,194477,21.2
927,126,194478,20.6
928,127,194479,20.6
929,128,194480,21.9
930,129,194481,24.0
931,130,194482,26.4
932,131,194483,28.0
933,132,194484,30.3
934,133,194485,30.6
935,134,194486,30.6
936,135,194487,30.8
937,136,194488,29.8
938,137,194489,28.7
939,138,194490,28.7
940,139,194491,27.4
941,140,194492,27.0
942,141,194493,25.0
943,142,194494,22.3
944,143,194495,13.9
945,144,194496,8.7
946,145,194497,7.9
947,146,194498,6.6
948,147,194499,7.7
949,148,194500,8.5
950,149,194501,10.6
951,150,194502,12.0
952,151,194503,14.2
953,152,194504,16.5
954,153,194505,17.8
955,154,194506,18.5
956,155,194507,19.0
957,156,194508,18.7
958,157,194509,21.2
959,158,194510,22.0
960,159,194511,22.5
961,160,194512,20.9
962,161,194513,21.0
963,162,194514,24.0
964,163,194515,24.7
965,164,194516,24.7
966,165,194517,23.2
967,166,194518,21.5
968,167,194519,17.3
969,168,194520,14.5
970,169,194521,11.3
971,170,194522,9.0
972,171,194523,6.5
973,172,194524,3.9
974,173,194525,0.1
975,174,194526,0.0
976,0,391292,0.0
977,1,391293,0.0
978,2,391294,0.0
979,3,391295,0.0
980,4,391296,0.0
981,5,391297,0.0
982,6,391298,0.0
983,7,391299,0.0
984,8,391300,0.0
985,9,391301,0.0
986,10,391302,0.0
987,11,391303,0.0
988,12,391304,0.0
989,13,391305,5.5
990,14,391306,8.2
991,15,391307,12.0
992,16,391308,14.7
993,17,391309,17.1
994,18,391310,20.0
995,19,391311,22.0
996,20,391312,23.2
997,21,391313,25.1
998,22,391314,26.9
999,23,391315,28.9
1000,24,391316,30.7
1001,25,391317,32.6
1002,26,391318,34.7
1003,27,391319,36.5
1004,28,391320,38.3
1005,29,391321,39.9
1006,30,391322,40.4
1007,31,391323,41.9
1008,32,391324,43.5
1009,33,391325,45.1
1010,34,391326,46.6
1011,35,391327,47.4
1012,36,391328,47.5
1013,37,391329,48.7
1014,38,391330,50.0
1015,39,391331,51.0
1016,40,391332,52.1
1017,41,391333,53.0
1018,42,391334,53.3
1019,43,391335,53.3
1020,44,391336,53.9
1021,45,391337,55.0
1022,46,391338,55.7
1023,47,391339,55.5
1024,48,391340,55.9
1025,49,391341,56.5
1026,50,391342,56.6
1027,51,391343,58.3
1028,52,391344,59.1
1029,53,391345,60.1
1030,54,391346,61.1
1031,55,391347,62.0
1032,56,391348,62.2
1033,57,391349,62.5
1034,58,391350,63.0
1035,59,391351,63.2
1036,60,391352,64.1
1037,61,391353,63.5
1038,62,391354,62.4
1039,63,391355,61.2
1040,64,391356,58.9
1041,65,391357,55.6
1042,66,391358,54.0
1043,67,391359,52.5
1044,68,391360,51.7
1045,69,391361,51.7
1046,70,391362,52.0
1047,71,391363,52.5
1048,72,391364,51.9
1049,73,391365,54.5
1050,74,391366,55.7
1051,75,391367,56.8
1052,76,391368,58.0
1053,77,391369,59.0
1054,78,391370,60.1
1055,79,391371,61.0
1056,80,391372,61.2
1057,81,391373,61.0
1058,82,391374,60.9
1059,83,391375,60.4
1060,84,391376,60.8
1061,85,391377,58.0
1062,86,391378,58.0
1063,87,391379,57.8
1064,88,391380,57.0
1065,89,391381,56.9
1066,90,391382,56.2
1067,91,391383,54.4
1068,92,391384,54.8
1069,93,391385,48.1
1070,94,391386,46.9
1071,95,391387,46.1
1072,96,391388,46.1
1073,97,391389,46.6
1074,98,391390,46.9
1075,99,391391,47.0
1076,100,391392,47.0
1077,101,391393,46.9
1078,102,391394,46.8
1079,103,391395,46.3
1080,104,391396,45.7
1081,105,391397,45.0
1082,106,391398,44.2
1083,107,391399,43.5
1084,108,391400,41.0
1085,109,391401,36.6
1086,110,391402,32.6
1087,111,391403,29.5
1088,112,391404,26.2
1089,113,391405,22.6
1090,114,391406,18.6
1091,115,391407,14.3
1092,116,391408,10.1
1093,117,391409,8.2
1094,118,391410,6.8
1095,119,391411,5.2
1096,120,391412,3.0
1097,121,391413,0.0
1098,0,361247,0.0
1099,1,361248,0.0
1100,2,361249,0.0
1101,3,361250,0.0
1102,4,361251,0.0
1103,5,361252,0.0
1104,6,361253,0.0
1105,7,361254,0.0
1106,8,361255,0.0
1107,9,361256,0.0
1108,10,361257,0.0
1109,11,361258,0.0
1110,12,361259,3.7
1111,13,361260,5.9
1112,14,361261,8.9
1113,15,361262,11.2
1114,16,361263,14.8
1115,17,361264,15.6
1116,18,361265,19.7
1117,19,361266,21.5
1118,20,361267,22.4
1119,21,361268,23.0
1120,22,361269,24.5
1121,23,361270,26.1
1122,24,361271,28.6
1123,25,361272,29.4
1124,26,361273,30.2
1125,27,361274,31.6
1126,28,361275,32.2
1127,29,361276,34.0
1128,30,361277,36.6
1129,31,361278,37.1
1130,32,361279,38.1
1131,33,361280,39.0
1132,34,361281,40.5
1133,35,361282,41.9
1134,36,361283,43.3
1135,37,361284,44.6
1136,38,361285,47.0
1137,39,361286,49.8
1138,40,361287,51.4
1139,41,361288,51.5
1140,42,361289,52.3
1141,43,361290,52.4
1142,44,361291,52.7
1143,45,361292,52.8
1144,46,361293,53.7
1145,47,361294,54.3
1146,48,361295,55.0
1147,49,361296,58.2
1148,50,361297,57.2
1149,51,361298,59.7
1150,52,361299,59.6
1151,53,361300,59.2
1152,54,361301,59.6
1153,55,361302,59.7
1154,56,361303,60.0
1155,57,361304,60.5
1156,58,361305,58.2
1157,59,361306,56.8
1158,60,361307,54.9
1159,61,361308,53.7
1160,62,361309,52.5
1161,63,361310,52.5
1162,64,361311,52.1
1163,65,361312,51.5
1164,66,361313,51.3
1165,67,361314,51.5
1166,68,361315,52.0
1167,69,361316,52.0
1168,70,361317,52.1
1169,71,361318,53.1
1170,72,361319,54.0
1171,73,361320,54.3
1172,74,361321,54.6
1173,75,361322,54.7
1174,76,361323,55.0
1175,77,361325,55.3
1176,78,361327,56.1
1177,79,361328,55.8
1178,80,361329,52.3
1179,81,361330,50.9
1180,82,361331,47.9
1181,83,361332,44.0
1182,84,361333,42.5
1183,85,361334,40.9
1184,86,361335,39.7
1185,87,361336,39.1
1186,88,361337,41.5
1187,89,361338,41.4
1188,90,361339,42.1
1189,91,361340,43.0
1190,92,361341,44.1
1191,93,361342,44.1
1192,94,361343,41.6
1193,95,361344,40.7
1194,96,361345,36.6
1195,97,361346,34.5
1196,98,361347,31.6
1197,99,361348,24.8
1198,100,361349,17.9
1199,101,361350,11.9
1200,102,361351,0.0
